TIMESTAMP,AZIMUTH,DISTANCE,SIGNAL_STRENGTH
-1,194.1875,246,80
-1,197.8125,262,80
-1,201.0625,1,8
-1,204.3125,59,72
-1,207.875,62,64
-1,211.125,53,72
-1,214.75,58,80
-1,218,52,80
-1,221.5625,55,80
-1,224.8125,57,80
-1,228.4375,59,80
-1,231.6875,59,80
-1,235.3125,58,80
-1,238.5,55,80
-1,242.125,57,80
-1,245.75,57,80
-1,249,57,80
-1,252.5625,57,80
-1,255.8125,67,80
-1,259.4375,59,72
-1,262.6875,67,72
-1,266.25,64,72
-1,269.5,1,32
-1,273.125,371,80
-1,276.375,368,72
-1,280,311,64
-1,283.1875,273,64
-1,286.8125,216,40
-1,290.0625,88,48
-1,293.6875,80,88
-1,296.875,79,80
-1,300.125,84,80
-1,303.375,83,80
-1,307,88,80
-1,310.625,63,72
-1,313.8125,67,80
-1,317.4375,65,72
-1,320.6875,58,64
-1,324.3125,66,56
-1,327.5625,61,72
-1,331.125,97,32
-1,334.375,343,48
-1,338,1,24
-1,341.5625,48,48
-1,344.8125,1,16
-1,348.0625,496,56
-1,351.3125,438,48
-1,354.9375,446,56
-1,358.1875,446,80
1515627513117,2.125,427,56
-1,5.375,459,40
-1,8.625,442,56
-1,11.875,226,80
-1,15.125,217,88
-1,18.375,215,80
-1,21.9375,291,32
-1,25.5625,1,24
-1,28.8125,1,16
-1,32.375,1,16
-1,35.625,565,32
-1,39.25,573,64
-1,42.5,1,40
-1,46.125,3455,16
-1,49.3125,539,48
-1,52.9375,549,56
-1,56.5625,538,40
-1,60.5,511,40
-1,63.75,1,24
-1,67,543,40
-1,70.625,103,48
-1,73.8125,99,72
-1,77.4375,106,72
-1,80.6875,483,56
-1,84.3125,472,72
-1,87.5625,501,40
-1,90.75,507,64
-1,94.375,497,64
-1,97.625,466,48
-1,101.25,479,72
-1,104.5,498,64
-1,108.0625,85,40
-1,111.6875,95,64
-1,114.9375,107,56
-1,118.1875,560,64
-1,121.75,567,40
-1,125,588,48
-1,128.625,1,24
-1,131.875,1,24
-1,135.4375,676,64
-1,138.6875,755,40
-1,142.3125,747,40
-1,145.5625,759,40
-1,149.1875,1,40
-1,152.375,1,24
-1,156,817,56
-1,159.25,691,64
-1,162.5,724,48
-1,165.75,715,72
-1,169.3125,1,24
-1,172.5625,660,48
-1,176.1875,1,32
-1,179.4375,1,16
-1,183.0625,229,48
-1,186.25,329,48
-1,189.875,285,80
-1,193.125,243,80
-1,196.75,253,72
-1,200.3125,1,16
-1,203.5625,61,72
-1,206.8125,60,72
-1,210.4375,58,64
